FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,People_Tested,People_Hospitalized,UID,ISO3,Testing_Rate,Hospitalization_Rate
,,Valle del Cauca,Colombia,2020-09-01 04:28:31,3.8009,-76.6413,46944,1756,36479.0,8709.0,"Valle del Cauca, Colombia",1048.8202782644596,3.7406271301976814,,,,,,
,,Vaupes,Colombia,2020-09-01 04:28:31,0.8554,-70.812,340,1,149.0,190.0,"Vaupes, Colombia",833.3946123489472,0.29411764705882354,,,,,,
,,Vichada,Colombia,2020-09-01 04:28:31,4.4234,-69.2878,21,1,5.0,73.0,"Vichada, Colombia",88.1196200653013,4.761904761904762,,,,,,
,,,Comoros,2020-09-01 04:28:31,-11.6455,43.3333,423,7,399.0,17.0,Comoros,48.64333396581167,1.6548463356973997,,,,,,
,,,Congo (Brazzaville),2020-09-01 04:28:31,-0.228,15.8277,3979,78,1742.0,2159.0,Congo (Brazzaville),72.10825770936766,1.9602915305353104,,,,,,
,,,Congo (Kinshasa),2020-09-01 04:28:31,-4.0383,21.7587,10097,258,9133.0,706.0,Congo (Kinshasa),11.273829517009359,2.555214420124789,,,,,,
,,,Costa Rica,2020-09-01 04:28:31,9.7489,-83.7534,41287,436,16056.0,24795.0,Costa Rica,810.4844139726753,1.0560224768086808,,,,,,
,,,Cote d'Ivoire,2020-09-01 04:28:31,7.54,-5.5471,18067,117,16699.0,1251.0,Cote d'Ivoire,68.49196924362947,0.6475895278684896,,,,,,
,,,Croatia,2020-09-01 04:28:31,45.1,15.2,10269,186,7434.0,2649.0,Croatia,250.14201265301068,1.8112766579024249,,,,,,
,,,Cuba,2020-09-01 04:28:31,21.521757,-77.78116700000002,4032,94,3378.0,560.0,Cuba,35.59756947706182,2.3313492063492065,,,,,,
,,,Cyprus,2020-09-01 04:28:31,35.1264,33.4299,1488,20,1139.0,329.0,Cyprus,123.24400075867943,1.3440860215053765,,,,,,
,,,Czechia,2020-09-01 04:28:31,49.8175,15.472999999999999,24618,424,17807.0,6387.0,Czechia,229.8817945533945,1.7223170038183444,,,,,,
,,Faroe Islands,Denmark,2020-09-01 04:28:31,61.8926,-6.9118,411,0,374.0,37.0,"Faroe Islands, Denmark",841.0928067123707,0.0,,,,,,
,,Greenland,Denmark,2020-09-01 04:28:31,71.7069,-42.6043,14,0,14.0,0.0,"Greenland, Denmark",24.660043683505954,0.0,,,,,,
,,,Denmark,2020-09-01 04:28:31,56.2639,9.5018,16985,624,15205.0,1156.0,Denmark,293.2390318502304,3.6738298498675297,,,,,,
,,,Diamond Princess,2020-09-01 04:28:31,,,712,13,651.0,48.0,Diamond Princess,,1.8258426966292132,,,,,,
,,,Djibouti,2020-09-01 04:28:31,11.8251,42.5903,5387,60,5323.0,4.0,Djibouti,545.2418112513942,1.1137924633376648,,,,,,
,,,Dominica,2020-09-01 04:28:31,15.415,-61.371,20,0,18.0,2.0,Dominica,27.78125043408204,0.0,,,,,,
,,,Dominican Republic,2020-09-01 04:28:31,18.7357,-70.1627,94715,1710,68082.0,24923.0,Dominican Republic,873.1179774452281,1.8054162487462384,,,,,,
,,,Ecuador,2020-09-01 04:28:31,-1.8312,-78.1834,113767,6556,101669.0,5542.0,Ecuador,644.825784189364,5.762655251522848,,,,,,
,,,Egypt,2020-09-01 04:28:31,26.820553000000004,30.802497999999996,98939,5421,72929.0,20589.0,Egypt,96.6820512941283,5.479133607576387,,,,,,
,,,El Salvador,2020-09-01 04:28:31,13.7942,-88.8965,25729,717,14292.0,10720.0,El Salvador,396.6728752315879,2.7867386995219396,,,,,,
,,,Equatorial Guinea,2020-09-01 04:28:31,1.6508,10.2679,4941,83,3884.0,974.0,Equatorial Guinea,352.1776783073233,1.6798218984011333,,,,,,
,,,Eritrea,2020-09-01 04:28:31,15.1794,39.7823,319,0,284.0,35.0,Eritrea,8.994968738958956,0.0,,,,,,
,,,Estonia,2020-09-01 04:28:31,58.5953,25.0136,2375,64,2088.0,223.0,Estonia,179.0373294716552,2.6947368421052635,,,,,,
,,,Eswatini,2020-09-01 04:28:31,-26.5225,31.4659,4577,91,3529.0,957.0,Eswatini,394.5131895145858,1.988201878960017,,,,,,
,,,Ethiopia,2020-09-01 04:28:31,9.145,40.4897,52131,809,18994.0,32328.0,Ethiopia,45.345663939510295,1.5518597379678118,,,,,,
,,,Fiji,2020-09-01 04:28:31,-17.7134,178.065,28,2,23.0,3.0,Fiji,3.1234522178741786,7.142857142857142,,,,,,
,,,Finland,2020-09-01 04:28:31,61.92411,25.748151,8086,336,7200.0,550.0,Finland,145.9377647445692,4.1553302003462775,,,,,,
,,French Guiana,France,2020-09-01 04:28:31,4.0,-53.0,9115,59,8654.0,402.0,"French Guiana, France",3051.7406472435573,0.6472846955567746,,,,,,
,,French Polynesia,France,2020-09-01 04:28:31,-17.6797,-149.4068,573,0,205.0,368.0,"French Polynesia, France",203.9842793267451,0.0,,,,,,
,,Guadeloupe,France,2020-09-01 04:28:31,16.265,-61.551,1269,16,336.0,917.0,"Guadeloupe, France",317.14930509563214,1.2608353033884951,,,,,,
,,Martinique,France,2020-09-01 04:28:31,14.6415,-61.0242,615,16,98.0,501.0,"Martinique, France",163.88418850678855,2.6016260162601625,,,,,,
,,Mayotte,France,2020-09-01 04:28:31,-12.8275,45.166244,3301,40,2964.0,297.0,"Mayotte, France",1209.9863276310145,1.2117540139351712,,,,,,
,,New Caledonia,France,2020-09-01 04:28:31,-20.904304999999997,165.618042,23,0,23.0,0.0,"New Caledonia, France",8.056295995320342,0.0,,,,,,
,,Reunion,France,2020-09-01 04:28:31,-21.1151,55.5364,1679,9,880.0,790.0,"Reunion, France",187.53322878830525,0.5360333531864205,,,,,,
,,Saint Barthelemy,France,2020-09-01 04:28:31,17.9,-62.8333,18,0,13.0,5.0,"Saint Barthelemy, France",182.09408194233689,0.0,,,,,,
,,Saint Pierre and Miquelon,France,2020-09-01 04:28:31,46.8852,-56.3159,5,0,1.0,1.0,"Saint Pierre and Miquelon, France",86.28127696289906,0.0,,,,,,
,,St Martin,France,2020-09-01 04:28:31,18.0708,-63.0501,213,5,79.0,129.0,"St Martin, France",550.9713132776326,2.347417840375587,,,,,,
,,,France,2020-09-01 04:28:31,46.2276,2.2137,302175,30495,73537.0,198143.0,France,462.93663500134636,10.091834202035244,,,,,,
,,,Gabon,2020-09-01 04:28:31,-0.8037,11.6094,8533,53,7264.0,1216.0,Gabon,383.3801794289329,0.6211180124223602,,,,,,
,,,Gambia,2020-09-01 04:28:31,13.4432,-15.3101,2963,96,1032.0,1835.0,Gambia,122.60703184224205,3.239959500506244,,,,,,
,,,Georgia,2020-09-01 04:28:31,42.3154,43.3569,1487,19,1240.0,228.0,Georgia,37.27587784441645,1.2777404169468731,,,,,,
,,Baden-Wurttemberg,Germany,2020-09-01 04:28:31,48.6616,9.3501,42117,1866,36976.0,3275.0,"Baden-Wurttemberg, Germany",380.47675543313346,4.4305149939454385,,,,,,
,,Bayern,Germany,2020-09-01 04:28:31,48.7904,11.4979,57309,2639,50855.0,3815.0,"Bayern, Germany",438.25206640104966,4.604861365579579,,,,,,
,,Berlin,Germany,2020-09-01 04:28:31,52.52,13.405,11265,226,10312.0,727.0,"Berlin, Germany",309.06825181778225,2.0062139369729253,,,,,,
,,Brandenburg,Germany,2020-09-01 04:28:31,52.4125,12.5316,3906,173,3585.0,148.0,"Brandenburg, Germany",155.49876847045505,4.429083461341526,,,,,,
,,Bremen,Germany,2020-09-01 04:28:31,53.0793,8.8017,2005,56,1815.0,134.0,"Bremen, Germany",293.56385050352424,2.7930174563591024,,,,,,
,,Hamburg,Germany,2020-09-01 04:28:31,53.5511,9.9937,6261,266,5543.0,452.0,"Hamburg, Germany",340.0538459324161,4.248522600223606,,,,,,
,,Hessen,Germany,2020-09-01 04:28:31,50.6521,9.1624,15431,531,13350.0,1550.0,"Hessen, Germany",246.27306705327285,3.4411250081005766,,,,,,
,,Mecklenburg-Vorpommern,Germany,2020-09-01 04:28:31,53.6127,12.4296,1008,20,949.0,39.0,"Mecklenburg-Vorpommern, Germany",62.62133660521534,1.984126984126984,,,,,,
,,Niedersachsen,Germany,2020-09-01 04:28:31,52.6367,9.8451,16763,661,14913.0,1189.0,"Niedersachsen, Germany",209.9982361300694,3.943208256278709,,,,,,
,,Nordrhein-Westfalen,Germany,2020-09-01 04:28:31,51.4332,7.6616,58687,1811,53110.0,3766.0,"Nordrhein-Westfalen, Germany",327.2633811922175,3.085862286366657,,,,,,
,,Rheinland-Pfalz,Germany,2020-09-01 04:28:31,50.1183,7.309,9083,243,8005.0,835.0,"Rheinland-Pfalz, Germany",222.3585527378769,2.6753275349554118,,,,,,
,,Saarland,Germany,2020-09-01 04:28:31,49.3964,7.023,3154,175,2850.0,129.0,"Saarland, Germany",318.42214457415326,5.54850982878884,,,,,,
,,Sachsen,Germany,2020-09-01 04:28:31,51.1045,13.2017,5961,225,5500.0,236.0,"Sachsen, Germany",146.1768536394751,3.77453447408153,,,,,,
,,Sachsen-Anhalt,Germany,2020-09-01 04:28:31,51.9503,11.6923,2243,65,2052.0,126.0,"Sachsen-Anhalt, Germany",101.570378581737,2.8979045920642,,,,,,
,,Schleswig-Holstein,Germany,2020-09-01 04:28:31,54.2194,9.6961,4044,160,3659.0,225.0,"Schleswig-Holstein, Germany",139.60656081792047,3.956478733926805,,,,,,
,,Thuringen,Germany,2020-09-01 04:28:31,51.011,10.8453,3628,186,3321.0,121.0,"Thuringen, Germany",169.28392619258148,5.126791620727674,,,,,,
,,Unknown,Germany,2020-09-01 04:28:31,,,1937,0,0.0,1937.0,"Unknown, Germany",,0.0,,,,,,
,,,Ghana,2020-09-01 04:28:31,7.9465,-1.0232,44298,276,42963.0,1059.0,Ghana,142.56131821428576,0.6230529595015576,,,,,,
,,,Greece,2020-09-01 04:28:31,39.0742,21.8243,10317,266,1347.0,8704.0,Greece,98.9824865183493,2.5782688766114177,,,,,,
,,,Grenada,2020-09-01 04:28:31,12.1165,-61.678999999999995,24,0,24.0,0.0,Grenada,21.329730978768033,0.0,,,,,,
,,,Guatemala,2020-09-01 04:28:31,15.7835,-90.2308,74074,2760,62068.0,9246.0,Guatemala,413.4616560000585,3.726003726003726,,,,,,
,,,Guinea,2020-09-01 04:28:31,9.9456,-9.6966,9409,59,8447.0,903.0,Guinea,71.64508506645045,0.6270591986396004,,,,,,
,,,Guinea-Bissau,2020-09-01 04:28:31,11.8037,-15.1804,2205,34,1127.0,1044.0,Guinea-Bissau,112.04279679146015,1.5419501133786848,,,,,,
,,,Guyana,2020-09-01 04:28:31,4.860416000000002,-58.93018000000001,1306,39,718.0,549.0,Guyana,166.0396740740364,2.986217457886677,,,,,,
,,,Haiti,2020-09-01 04:28:31,18.9712,-72.2852,8224,201,5828.0,2195.0,Haiti,72.12432535823399,2.4440661478599224,,,,,,
,,,Holy See,2020-09-01 04:28:31,41.9029,12.4534,12,0,12.0,0.0,Holy See,1483.3127317676144,0.0,,,,,,
,,,Honduras,2020-09-01 04:28:31,15.2,-86.2419,61014,1873,10396.0,48745.0,Honduras,616.0163027148576,3.0697872619398825,,,,,,
,,,Hungary,2020-09-01 04:28:31,47.1625,19.5033,6139,615,3761.0,1763.0,Hungary,63.54842215861744,10.017918227724383,,,,,,
,,,Iceland,2020-09-01 04:28:31,64.9631,-19.0208,2107,10,1997.0,100.0,Iceland,617.4358974358976,0.4746084480303749,,,,,,
,,Andaman and Nicobar Islands,India,2020-09-01 04:28:31,11.225999,92.96817800000001,3132,46,2647.0,439.0,"Andaman and Nicobar Islands, India",751.0143009236612,1.468710089399745,,,,,,
,,Andhra Pradesh,India,2020-09-01 04:28:31,15.9129,79.74,434771,3969,330526.0,100276.0,"Andhra Pradesh, India",806.5744581236287,0.9128943742797933,,,,,,
,,Arunachal Pradesh,India,2020-09-01 04:28:31,27.768456,96.384277,4112,7,2885.0,1220.0,"Arunachal Pradesh, India",261.8344457476736,0.17023346303501946,,,,,,
,,Assam,India,2020-09-01 04:28:31,26.357149,92.83044100000001,109040,306,85461.0,23273.0,"Assam, India",306.2315852772818,0.2806309611151871,,,,,,
,,Bihar,India,2020-09-01 04:28:31,25.679658,85.60484,136457,582,119540.0,16335.0,"Bihar, India",109.3406097051692,0.42650798420015096,,,,,,
,,Chandigarh,India,2020-09-01 04:28:31,30.733839,76.76827800000002,4346,56,2431.0,1859.0,"Chandigarh, India",375.1490108099197,1.2885411872986654,,,,,,
,,Chhattisgarh,India,2020-09-01 04:28:31,21.264705,82.035366,31503,277,16989.0,14237.0,"Chhattisgarh, India",107.02117400831648,0.8792813382852427,,,,,,
,,Dadra and Nagar Haveli and Daman and Diu,India,2020-09-01 04:28:31,20.194742,73.080901,2367,2,2081.0,284.0,"Dadra and Nagar Haveli and Daman and Diu, India",384.4254893426275,0.08449514152936206,,,,,,
,,Delhi,India,2020-09-01 04:28:31,28.646519,77.10898,174748,4444,155678.0,14626.0,"Delhi, India",933.9358049806418,2.5430906219241423,,,,,,
,,Goa,India,2020-09-01 04:28:31,15.359682000000001,74.057396,17418,192,13577.0,3649.0,"Goa, India",1098.0614657210401,1.1023079572855667,,,,,,
,,Gujarat,India,2020-09-01 04:28:31,22.694884,71.590923,96300,3020,77756.0,15524.0,"Gujarat, India",150.7693487448311,3.136033229491173,,,,,,
,,Haryana,India,2020-09-01 04:28:31,29.20004,76.332824,64732,689,52672.0,11371.0,"Haryana, India",229.50791308056117,1.0643885558919854,,,,,,
,,Himachal Pradesh,India,2020-09-01 04:28:31,31.927213000000002,77.233081,6116,38,4515.0,1563.0,"Himachal Pradesh, India",82.07242260587994,0.6213211249182472,,,,,,
,,Jammu and Kashmir,India,2020-09-01 04:28:31,33.75943,76.612638,37698,703,29015.0,7980.0,"Jammu and Kashmir, India",277.06242393240785,1.8648204148761207,,,,,,
,,Jharkhand,India,2020-09-01 04:28:31,23.654536,85.557631,41656,417,27143.0,14096.0,"Jharkhand, India",107.9340211579287,1.0010562704052235,,,,,,
,,Karnataka,India,2020-09-01 04:28:31,14.705179999999999,76.166436,342423,5702,249467.0,87254.0,"Karnataka, India",506.82265651782996,1.665191882554618,,,,,,
,,Kerala,India,2020-09-01 04:28:31,10.450898,76.405749,75385,294,51538.0,23553.0,"Kerala, India",211.16575964504543,0.3899980102142336,,,,,,
,,Ladakh,India,2020-09-01 04:28:31,34.1526,77.5771,2681,34,1874.0,773.0,"Ladakh, India",977.4362077954274,1.268183513614323,,,,,,
,,Lakshadweep,India,2020-09-01 04:28:31,13.699997199999999,72.18333259999999,0,0,0.0,0.0,"Lakshadweep, India",0.0,,,,,,,
,,Madhya Pradesh,India,2020-09-01 04:28:31,23.541513000000002,78.289633,63965,1394,48657.0,13914.0,"Madhya Pradesh, India",74.93647562385509,2.1793168138825916,,,,,,
,,Maharashtra,India,2020-09-01 04:28:31,19.449759,76.108221,792541,24583,573559.0,194399.0,"Maharashtra, India",643.587641135224,3.101795364530037,,,,,,
,,Manipur,India,2020-09-01 04:28:31,24.738975,93.882541,6252,28,4330.0,1894.0,"Manipur, India",202.22898259608056,0.44785668586052463,,,,,,
,,Meghalaya,India,2020-09-01 04:28:31,25.536934,91.278882,2368,10,1162.0,1196.0,"Meghalaya, India",70.33572835201132,0.4222972972972973,,,,,,
,,Mizoram,India,2020-09-01 04:28:31,23.309381,92.83821999999999,1011,0,591.0,420.0,"Mizoram, India",81.58199676577009,0.0,,,,,,
,,Nagaland,India,2020-09-01 04:28:31,26.06702,94.470302,3950,9,3067.0,874.0,"Nagaland, India",175.5793563127446,0.2278481012658228,,,,,,
,,Odisha,India,2020-09-01 04:28:31,20.505428,84.418059,103536,492,77286.0,25758.0,"Odisha, India",223.34811894314163,0.4751970329160872,,,,,,
,,Puducherry,India,2020-09-01 04:28:31,11.882658000000001,78.86498,14411,228,9334.0,4849.0,"Puducherry, India",1019.4957065301207,1.5821247658038995,,,,,,
,,Punjab,India,2020-09-01 04:28:31,30.841465000000003,75.40879,53992,1453,37027.0,15512.0,"Punjab, India",179.12919892534424,2.691139428063417,,,,,,
,,Rajasthan,India,2020-09-01 04:28:31,26.583423,73.847973,81693,1056,66812.0,13825.0,"Rajasthan, India",100.81486991009271,1.292644412617972,,,,,,
,,Sikkim,India,2020-09-01 04:28:31,27.571671000000002,88.472712,1652,3,1225.0,424.0,"Sikkim, India",239.33322805761958,0.1815980629539952,,,,,,
,,Tamil Nadu,India,2020-09-01 04:28:31,11.006091,78.400624,428041,7322,368141.0,52578.0,"Tamil Nadu, India",549.8895592231304,1.7105837992154955,,,,,,
,,Telangana,India,2020-09-01 04:28:31,18.1124,79.0193,127697,836,95162.0,31699.0,"Telangana, India",324.41091741294787,0.6546747378560186,,,,,,
,,Tripura,India,2020-09-01 04:28:31,23.746782999999997,91.743565,12153,113,7674.0,4366.0,"Tripura, India",291.4532468510435,0.9298115691598782,,,,,,
,,Unknown,India,2020-09-01 04:28:31,,,0,0,0.0,0.0,"Unknown, India",,,,,,,,
,,Uttar Pradesh,India,2020-09-01 04:28:31,26.925425,80.560982,230414,3486,172140.0,54788.0,"Uttar Pradesh, India",96.86033317467673,1.512928901889642,,,,,,
,,Uttarakhand,India,2020-09-01 04:28:31,30.156446999999996,79.197608,19827,269,13650.0,5908.0,"Uttarakhand, India",176.22655978770686,1.356735764361729,,,,,,
,,West Bengal,India,2020-09-01 04:28:31,23.814082,87.979803,162778,3228,134270.0,25280.0,"West Bengal, India",163.41646321930392,1.9830689650935631,,,,,,
,,,Indonesia,2020-09-01 04:28:31,-0.7893,113.9213,174796,7417,125959.0,41420.0,Indonesia,63.9052668873523,4.2432321105746125,,,,,,
,,,Iran,2020-09-01 04:28:31,32.427908,53.68804599999999,375212,21571,323233.0,30408.0,Iran,446.7184288662883,5.7490165559736885,,,,,,
,,,Iraq,2020-09-01 04:28:31,33.223191,43.679291,234934,7042,176602.0,51290.0,Iraq,584.0859779412533,2.9974375782134564,,,,,,
,,,Ireland,2020-09-01 04:28:31,53.1424,-7.6921,28811,1777,23364.0,3670.0,Ireland,583.4789448571793,6.167783138384645,,,,,,
,,,Israel,2020-09-01 04:28:31,31.046051000000002,34.851612,116596,939,95009.0,20648.0,Israel,1347.0677338366256,0.8053449517993756,,,,,,
,,Abruzzo,Italy,2020-09-01 04:28:31,42.35122196,13.39843823,3777,472,2878.0,427.0,"Abruzzo, Italy",287.97328413059057,12.496690495101932,,,,,,
,,Basilicata,Italy,2020-09-01 04:28:31,40.63947052,15.80514834,524,28,408.0,88.0,"Basilicata, Italy",93.09448557301964,5.343511450381679,,,,,,
,,Calabria,Italy,2020-09-01 04:28:31,38.90597598,16.59440194,1491,97,1149.0,245.0,"Calabria, Italy",76.57420070863235,6.505700871898055,,,,,,
,,Campania,Italy,2020-09-01 04:28:31,40.83956555,14.25084984,7066,445,4411.0,2210.0,"Campania, Italy",121.7920565242002,6.297763939994339,,,,,,
,,Emilia-Romagna,Italy,2020-09-01 04:28:31,44.49436681,11.341720800000001,31922,4463,24482.0,2977.0,"Emilia-Romagna, Italy",715.8238510928524,13.980953574337446,,,,,,
,,Friuli Venezia Giulia,Italy,2020-09-01 04:28:31,45.6494354,13.76813649,3769,348,3056.0,365.0,"Friuli Venezia Giulia, Italy",310.1496025411037,9.233218360307774,,,,,,
,,Lazio,Italy,2020-09-01 04:28:31,41.89277044,12.48366722,11191,878,7139.0,3174.0,"Lazio, Italy",190.35284760443886,7.84559020641587,,,,,,
,,Liguria,Italy,2020-09-01 04:28:31,44.41149315,8.9326992,10951,1571,8839.0,541.0,"Liguria, Italy",706.2245266470619,14.345721851885672,,,,,,
,,Lombardia,Italy,2020-09-01 04:28:31,45.46679409,9.190347404,100075,16865,76258.0,6952.0,"Lombardia, Italy",994.7245554776497,16.85236072945291,,,,,,
,,Marche,Italy,2020-09-01 04:28:31,43.61675973,13.5188753,7240,987,5955.0,298.0,"Marche, Italy",474.6697472121348,13.632596685082872,,,,,,
,,Molise,Italy,2020-09-01 04:28:31,41.55774754,14.65916051,525,23,432.0,70.0,"Molise, Italy",171.78363769031176,4.380952380952381,,,,,,
,,P.A. Bolzano,Italy,2020-09-01 04:28:31,46.49933453,11.35662422,2935,292,2453.0,190.0,"P.A. Bolzano, Italy",551.3621557039213,9.948892674616696,,,,,,
,,P.A. Trento,Italy,2020-09-01 04:28:31,46.06893511,11.12123097,5096,405,4600.0,91.0,"P.A. Trento, Italy",941.2320979354214,7.947409733124019,,,,,,
,,Piemonte,Italy,2020-09-01 04:28:31,45.0732745,7.680687483,32881,4146,27303.0,1432.0,"Piemonte, Italy",754.7735449818038,12.609105562482894,,,,,,
,,Puglia,Italy,2020-09-01 04:28:31,41.12559576,16.86736689,5440,556,4040.0,844.0,"Puglia, Italy",135.01932091734707,10.220588235294116,,,,,,
,,Sardegna,Italy,2020-09-01 04:28:31,39.21531192,9.110616306,2193,134,1270.0,789.0,"Sardegna, Italy",133.75286885570853,6.110351117191062,,,,,,
,,Sicilia,Italy,2020-09-01 04:28:31,38.11569725,13.362356699999998,4317,286,2906.0,1125.0,"Sicilia, Italy",86.34188225303312,6.624971044706973,,,,,,
,,Toscana,Italy,2020-09-01 04:28:31,43.76923077,11.25588885,11858,1141,9143.0,1574.0,"Toscana, Italy",317.9394477913558,9.622195985832349,,,,,,
,,Umbria,Italy,2020-09-01 04:28:31,43.10675841,12.38824698,1793,80,1445.0,268.0,"Umbria, Italy",203.28452463960357,4.4617958728388185,,,,,,
,,Valle d'Aosta,Italy,2020-09-01 04:28:31,45.73750286,7.320149366,1241,146,1064.0,31.0,"Valle d'Aosta, Italy",987.5383954291536,11.764705882352944,,,,,,
,,Veneto,Italy,2020-09-01 04:28:31,45.43490485,12.33845213,22929,2120,18422.0,2387.0,"Veneto, Italy",467.38039900902083,9.245933097823716,,,,,,
,,,Jamaica,2020-09-01 04:28:31,18.1096,-77.2975,2459,21,890.0,1548.0,Jamaica,83.0417528800359,0.8540056933712892,,,,,,
,,Aichi,Japan,2020-09-01 04:28:31,35.035551,137.211621,4540,65,3644.0,831.0,"Aichi, Japan",60.11462296148202,1.4317180616740088,,,,,,
,,Akita,Japan,2020-09-01 04:28:31,39.748678999999996,140.408228,49,0,43.0,6.0,"Akita, Japan",5.069892083725647,0.0,,,,,,
,,Aomori,Japan,2020-09-01 04:28:31,40.781541,140.828896,38,1,32.0,5.0,"Aomori, Japan",3.0488514254583907,2.631578947368421,,,,,,
,,Chiba,Japan,2020-09-01 04:28:31,35.510141,140.198917,3049,62,2539.0,448.0,"Chiba, Japan",48.71087912512769,2.033453591341424,,,,,,
,,Ehime,Japan,2020-09-01 04:28:31,33.624835,132.856842,114,6,101.0,7.0,"Ehime, Japan",8.512449457331346,5.2631578947368425,,,,,,
,,Fukui,Japan,2020-09-01 04:28:31,35.846614,136.22465400000002,232,8,149.0,75.0,"Fukui, Japan",30.21081156396944,3.4482758620689653,,,,,,
,,Fukuoka,Japan,2020-09-01 04:28:31,33.526032,130.666949,4600,61,3558.0,981.0,"Fukuoka, Japan",90.1310603586158,1.326086956521739,,,,,,
,,Fukushima,Japan,2020-09-01 04:28:31,37.378867,140.223295,161,0,106.0,55.0,"Fukushima, Japan",8.723833241489249,0.0,,,,,,
,,Gifu,Japan,2020-09-01 04:28:31,35.778671,137.055925,555,10,514.0,31.0,"Gifu, Japan",27.937361917701054,1.8018018018018016,,,,,,
,,Gunma,Japan,2020-09-01 04:28:31,36.504478999999996,138.985605,440,19,328.0,93.0,"Gunma, Japan",22.65173574073235,4.318181818181818,,,,,,
,,Hiroshima,Japan,2020-09-01 04:28:31,34.605309000000005,132.788719,455,3,438.0,14.0,"Hiroshima, Japan",16.225794591425572,0.6593406593406593,,,,,,
,,Hokkaido,Japan,2020-09-01 04:28:31,43.385711,142.55231799999999,1770,103,1533.0,134.0,"Hokkaido, Japan",33.71397105055591,5.819209039548023,,,,,,
,,Hyogo,Japan,2020-09-01 04:28:31,35.039913,134.828057,2279,53,2017.0,209.0,"Hyogo, Japan",41.69265978679848,2.3255813953488373,,,,,,
,,Ibaraki,Japan,2020-09-01 04:28:31,36.303588,140.319591,545,13,465.0,67.0,"Ibaraki, Japan",19.05389875981844,2.385321100917431,,,,,,
,,Ishikawa,Japan,2020-09-01 04:28:31,36.769464,136.771027,626,33,454.0,139.0,"Ishikawa, Japan",55.02575926318223,5.271565495207668,,,,,,
,,Iwate,Japan,2020-09-01 04:28:31,39.593287,141.361777,19,0,8.0,11.0,"Iwate, Japan",1.54872450310397,0.0,,,,,,
,,Kagawa,Japan,2020-09-01 04:28:31,34.217292,133.969047,78,1,69.0,8.0,"Kagawa, Japan",8.156035413924025,1.2820512820512822,,,,,,
,,Kagoshima,Japan,2020-09-01 04:28:31,31.009484000000004,130.430665,362,11,296.0,55.0,"Kagoshima, Japan",22.59290395581777,3.0386740331491717,,,,,,
,,Kanagawa,Japan,2020-09-01 04:28:31,35.415312,139.338983,4964,123,4201.0,640.0,"Kanagawa, Japan",53.96668155352725,2.4778404512489933,,,,,,
,,Kochi,Japan,2020-09-01 04:28:31,33.422519,133.367307,125,3,103.0,19.0,"Kochi, Japan",17.907565444988673,2.4,,,,,,
,,Kumamoto,Japan,2020-09-01 04:28:31,32.608154,130.74523100000002,519,7,420.0,92.0,"Kumamoto, Japan",29.69843216311592,1.348747591522158,,,,,,
,,Kyoto,Japan,2020-09-01 04:28:31,35.253815,135.443341,1452,23,1154.0,275.0,"Kyoto, Japan",56.214640816707366,1.5840220385674932,,,,,,
,,Mie,Japan,2020-09-01 04:28:31,34.508018,136.376013,379,2,301.0,76.0,"Mie, Japan",21.281589684212648,0.5277044854881267,,,,,,
,,Miyagi,Japan,2020-09-01 04:28:31,38.446859,140.927086,207,2,189.0,16.0,"Miyagi, Japan",8.975162214133496,0.966183574879227,,,,,,
,,Miyazaki,Japan,2020-09-01 04:28:31,32.193203999999994,131.299374,358,1,298.0,59.0,"Miyazaki, Japan",33.355042061826076,0.2793296089385475,,,,,,
,,Nagano,Japan,2020-09-01 04:28:31,36.132134,138.045528,257,0,155.0,102.0,"Nagano, Japan",12.54398937909693,0.0,,,,,,
,,Nagasaki,Japan,2020-09-01 04:28:31,33.235712,129.608033,229,3,36.0,48.0,"Nagasaki, Japan",17.41393295560427,1.310043668122271,,,,,,
,,Nara,Japan,2020-09-01 04:28:31,34.317451,135.871644,518,6,449.0,63.0,"Nara, Japan",38.943766854644274,1.1583011583011582,,,,,,
,,Niigata,Japan,2020-09-01 04:28:31,37.521819,138.918647,143,0,132.0,11.0,"Niigata, Japan",6.4324418178890275,0.0,,,,,,
,,Oita,Japan,2020-09-01 04:28:31,33.200697,131.43323999999998,145,1,127.0,17.0,"Oita, Japan",12.770447247484224,0.6896551724137931,,,,,,
,,Okayama,Japan,2020-09-01 04:28:31,34.89246,133.826252,145,1,128.0,16.0,"Okayama, Japan",7.6736385642145954,0.6896551724137931,,,,,,
,,Okinawa,Japan,2020-09-01 04:28:31,25.768923,126.668016,2147,28,1648.0,471.0,"Okinawa, Japan",147.74616561884105,1.3041453190498369,,,,,,
,,Osaka,Japan,2020-09-01 04:28:31,34.620965000000005,135.507481,8544,152,7027.0,1365.0,"Osaka, Japan",96.98771636496305,1.7790262172284643,,,,,,
,,Port Quarantine,Japan,2020-09-01 04:28:31,,,789,1,514.0,274.0,"Port Quarantine, Japan",,0.1267427122940431,,,,,,
,,Saga,Japan,2020-09-01 04:28:31,33.286977,130.115738,235,0,211.0,24.0,"Saga, Japan",28.84458415315369,0.0,,,,,,
,,Saitama,Japan,2020-09-01 04:28:31,35.997101,139.347635,3932,89,3215.0,628.0,"Saitama, Japan",53.49883321657109,2.2634791454730423,,,,,,
