FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,People_Tested,People_Hospitalized,UID,ISO3,Testing_Rate,Hospitalization_Rate
,,Shiga,Japan,2020-09-01 04:28:31,35.21582700000001,136.13806399999999,450,5,348.0,97.0,"Shiga, Japan",31.825893971680607,1.1111111111111112,,,,,,
,,Shimane,Japan,2020-09-01 04:28:31,35.07076,132.55406399999998,137,0,133.0,4.0,"Shimane, Japan",20.315980223802022,0.0,,,,,,
,,Shizuoka,Japan,2020-09-01 04:28:31,34.916975,138.40778400000002,480,1,414.0,65.0,"Shizuoka, Japan",13.174044497530966,0.20833333333333331,,,,,,
,,Tochigi,Japan,2020-09-01 04:28:31,36.689912,139.819213,303,1,277.0,25.0,"Tochigi, Japan",15.667092384138492,0.33003300330033003,,,,,,
,,Tokushima,Japan,2020-09-01 04:28:31,33.919178,134.242091,130,4,51.0,75.0,"Tokushima, Japan",17.857707042942288,3.0769230769230766,,,,,,
,,Tokyo,Japan,2020-09-01 04:28:31,35.711343,139.446921,20827,363,17670.0,2794.0,"Tokyo, Japan",149.61212695113733,1.7429298506746052,,,,,,
,,Tottori,Japan,2020-09-01 04:28:31,35.359069,133.863619,22,0,22.0,0.0,"Tottori, Japan",3.9599825760766647,0.0,,,,,,
,,Toyama,Japan,2020-09-01 04:28:31,36.637464,137.26934599999998,388,24,294.0,70.0,"Toyama, Japan",37.182487431744256,6.185567010309278,,,,,,
,,Unknown,Japan,2020-09-01 04:28:31,,,8,0,8.0,0.0,"Unknown, Japan",,0.0,,,,,,
,,Wakayama,Japan,2020-09-01 04:28:31,33.911879,135.505446,230,5,212.0,13.0,"Wakayama, Japan",24.866666017971028,2.1739130434782608,,,,,,
,,Yamagata,Japan,2020-09-01 04:28:31,38.448396,140.102154,78,1,76.0,1.0,"Yamagata, Japan",7.237864050642778,1.2820512820512822,,,,,,
,,Yamaguchi,Japan,2020-09-01 04:28:31,34.201190000000004,131.573293,170,0,84.0,86.0,"Yamaguchi, Japan",12.515312853373539,0.0,,,,,,
,,Yamanashi,Japan,2020-09-01 04:28:31,35.612364,138.61148899999998,173,3,147.0,23.0,"Yamanashi, Japan",21.332846664923867,1.7341040462427746,,,,,,
,,,Jordan,2020-09-01 04:28:31,31.24,36.51,2034,15,1508.0,511.0,Jordan,19.935039605454786,0.7374631268436578,,,,,,
,,,Kazakhstan,2020-09-01 04:28:31,48.0196,66.9237,105872,1523,96297.0,8052.0,Kazakhstan,563.8475372705128,1.4385295451110776,,,,,,
,,,Kenya,2020-09-01 04:28:31,-0.0236,37.9062,34201,577,19893.0,13731.0,Kenya,63.60456228508517,1.6870851729481595,,,,,,
,,,"Korea, South",2020-09-01 04:28:31,35.90775700000001,127.766922,20182,324,15198.0,4660.0,"Korea, South",39.36477786275627,1.6053909424239419,,,,,,
,,,Kosovo,2020-09-01 04:28:31,42.602636,20.902977,12683,488,8788.0,3407.0,Kosovo,700.5765684949894,3.8476701095955215,,,,,,
,,,Kuwait,2020-09-01 04:28:31,29.311659999999996,47.481766,85109,531,77224.0,7354.0,Kuwait,1992.9222446782776,0.6239058148961919,,,,,,
,,,Kyrgyzstan,2020-09-01 04:28:31,41.20438,74.766098,43898,1058,38459.0,4381.0,Kyrgyzstan,672.8497065766468,2.4101325800719846,,,,,,
,,,Laos,2020-09-01 04:28:31,19.856270000000002,102.495496,22,0,21.0,1.0,Laos,0.3023823883700435,0.0,,,,,,
,,,Latvia,2020-09-01 04:28:31,56.8796,24.6032,1396,34,1163.0,199.0,Latvia,74.01116105273984,2.4355300859598854,,,,,,
,,,Lebanon,2020-09-01 04:28:31,33.8547,35.8623,17308,167,4811.0,12330.0,Lebanon,253.5806472313441,0.9648717356135892,,,,,,
,,,Lesotho,2020-09-01 04:28:31,-29.61,28.2336,1085,31,528.0,526.0,Lesotho,50.6476362258035,2.8571428571428568,,,,,,
,,,Liberia,2020-09-01 04:28:31,6.4280550000000005,-9.429499,1304,82,872.0,350.0,Liberia,25.78258753969461,6.288343558282207,,,,,,
,,,Libya,2020-09-01 04:28:31,26.3351,17.228331,13966,237,1459.0,12270.0,Libya,203.2515888217156,1.6969783760561363,,,,,,
,,,Liechtenstein,2020-09-01 04:28:31,47.14,9.55,107,1,97.0,9.0,Liechtenstein,280.56742795710204,0.9345794392523364,,,,,,
,,,Lithuania,2020-09-01 04:28:31,55.1694,23.8813,2906,86,1840.0,980.0,Lithuania,106.74832337909504,2.959394356503785,,,,,,
,,,Luxembourg,2020-09-01 04:28:31,49.8153,6.1296,6625,124,7140.0,6553.0,Luxembourg,1066.6543126254041,1.8716981132075472,,,,,,
,,,MS Zaandam,2020-09-01 04:28:31,,,9,2,0.0,7.0,MS Zaandam,,22.222222222222218,,,,,,
,,,Madagascar,2020-09-01 04:28:31,-18.766947000000002,46.869107,14863,192,13832.0,839.0,Madagascar,53.674442244252546,1.2917984256206687,,,,,,
,,,Malawi,2020-09-01 04:28:31,-13.2543,34.3015,5566,175,3160.0,2231.0,Malawi,29.09572970767573,3.1440891124685586,,,,,,
,,,Malaysia,2020-09-01 04:28:31,4.210483999999999,101.97576600000001,9340,127,9054.0,159.0,Malaysia,28.85744477893127,1.3597430406852251,,,,,,
,,,Maldives,2020-09-01 04:28:31,3.2028,73.2207,7804,28,5155.0,2621.0,Maldives,1443.7361019125244,0.3587903639159405,,,,,,
,,,Mali,2020-09-01 04:28:31,17.570692,-3.996166000000001,2776,126,2169.0,481.0,Mali,13.70807740560216,4.5389048991354475,,,,,,
,,,Malta,2020-09-01 04:28:31,35.9375,14.3754,1883,12,1400.0,471.0,Malta,426.4628945574457,0.6372809346787042,,,,,,
,,,Mauritania,2020-09-01 04:28:31,21.0079,-10.9408,7048,159,6464.0,425.0,Mauritania,151.58097581328528,2.2559591373439267,,,,,,
,,,Mauritius,2020-09-01 04:28:31,-20.348404000000002,57.552152,356,10,335.0,11.0,Mauritius,27.99254894961105,2.808988764044944,,,,,,
,,Aguascalientes,Mexico,2020-09-01 04:28:31,21.8853,-102.2916,5631,405,4847.0,379.0,"Aguascalientes, Mexico",392.5040167011122,7.192328183271178,,,,,,
,,Baja California,Mexico,2020-09-01 04:28:31,30.8406,-115.2838,16875,3145,13082.0,648.0,"Baja California, Mexico",464.25344744293335,18.63703703703704,,,,,,
,,Baja California Sur,Mexico,2020-09-01 04:28:31,26.0444,-111.6661,7624,351,6432.0,841.0,"Baja California Sur, Mexico",947.4244073626706,4.603882476390347,,,,,,
,,Campeche,Mexico,2020-09-01 04:28:31,19.8301,-90.5349,5586,755,4675.0,156.0,"Campeche, Mexico",558.2555563217495,13.51593268886502,,,,,,
,,Chiapas,Mexico,2020-09-01 04:28:31,16.7569,-93.1292,6267,1001,5198.0,68.0,"Chiapas, Mexico",109.36472306224016,15.97255465134833,,,,,,
,,Chihuahua,Mexico,2020-09-01 04:28:31,28.63300000000001,-106.0691,7710,1124,5959.0,627.0,"Chihuahua, Mexico",202.81537198469968,14.57846952010376,,,,,,
,,Ciudad de Mexico,Mexico,2020-09-01 04:28:31,19.4326,-99.1332,98450,10532,80750.0,7168.0,"Ciudad de Mexico, Mexico",1091.6274007902518,10.697816150330116,,,,,,
,,Coahuila,Mexico,2020-09-01 04:28:31,27.0587,-101.7068,21607,1379,18394.0,1834.0,"Coahuila, Mexico",671.291693592484,6.382190956634424,,,,,,
,,Colima,Mexico,2020-09-01 04:28:31,19.1223,-104.0072,3711,429,2787.0,495.0,"Colima, Mexico",472.64673254766905,11.560226354082458,,,,,,
,,Durango,Mexico,2020-09-01 04:28:31,24.5593,-104.6588,6394,440,5262.0,692.0,"Durango, Mexico",342.10881136182206,6.881451360650611,,,,,,
,,Guanajuato,Mexico,2020-09-01 04:28:31,21.019000000000002,-101.2574,31662,2041,26766.0,2855.0,"Guanajuato, Mexico",508.3672183263958,6.446213126144905,,,,,,
,,Guerrero,Mexico,2020-09-01 04:28:31,17.4392,-99.5451,14793,1658,12373.0,762.0,"Guerrero, Mexico",404.50658563956495,11.208003785574258,,,,,,
,,Hidalgo,Mexico,2020-09-01 04:28:31,20.0911,-98.7624,10275,1607,7897.0,771.0,"Hidalgo, Mexico",332.9106205453967,15.639902676399029,,,,,,
,,Jalisco,Mexico,2020-09-01 04:28:31,20.6595,-103.3494,20324,2428,16219.0,1677.0,"Jalisco, Mexico",241.67350698771043,11.946467230860069,,,,,,
,,Mexico,Mexico,2020-09-01 04:28:31,19.4969,-99.7233,67828,8017,56375.0,3436.0,"Mexico, Mexico",389.1944991304118,11.819602524031373,,,,,,
,,Michoacan,Mexico,2020-09-01 04:28:31,19.5665,-101.7068,15116,1157,12615.0,1344.0,"Michoacan, Mexico",313.2589395161148,7.654141307224133,,,,,,
,,Morelos,Mexico,2020-09-01 04:28:31,18.6813,-99.1013,5211,967,3973.0,271.0,"Morelos, Mexico",254.93405764415687,18.556898867779697,,,,,,
,,Nayarit,Mexico,2020-09-01 04:28:31,21.7514,-104.8455,5003,579,4046.0,378.0,"Nayarit, Mexico",388.25955263621483,11.573056166300221,,,,,,
,,Nuevo Leon,Mexico,2020-09-01 04:28:31,25.5922,-99.9962,29083,2233,23847.0,3003.0,"Nuevo Leon, Mexico",518.3994090713746,7.678024963036826,,,,,,
,,Oaxaca,Mexico,2020-09-01 04:28:31,17.0732,-96.7266,13699,1246,11905.0,548.0,"Oaxaca, Mexico",330.60679463451163,9.09555442003066,,,,,,
,,Puebla,Mexico,2020-09-01 04:28:31,19.0414,-98.2063,26899,3518,22222.0,1159.0,"Puebla, Mexico",407.28593489451276,13.07855310606342,,,,,,
,,Queretaro,Mexico,2020-09-01 04:28:31,20.5888,-100.3899,6320,721,4963.0,636.0,"Queretaro, Mexico",277.2371215241725,11.408227848101266,,,,,,
,,Quintana Roo,Mexico,2020-09-01 04:28:31,19.1817,-88.4791,10313,1389,8300.0,624.0,"Quintana Roo, Mexico",598.4590824710621,13.468437893920296,,,,,,
,,San Luis Potosi,Mexico,2020-09-01 04:28:31,22.1565,-100.9855,18113,1167,15612.0,1334.0,"San Luis Potosi, Mexico",631.9645014099093,6.4428863247391375,,,,,,
,,Sinaloa,Mexico,2020-09-01 04:28:31,25.1721,-107.4795,16104,2758,12732.0,614.0,"Sinaloa, Mexico",510.1572097720576,17.126179831097865,,,,,,
,,Sonora,Mexico,2020-09-01 04:28:31,29.2972,-110.3309,21433,2646,18034.0,753.0,"Sonora, Mexico",697.0659355491267,12.345448607287825,,,,,,
,,Tabasco,Mexico,2020-09-01 04:28:31,17.8409,-92.6189,28354,2565,24685.0,1104.0,"Tabasco, Mexico",1102.287575220028,9.046342667701207,,,,,,
,,Tamaulipas,Mexico,2020-09-01 04:28:31,24.2669,-98.8363,24452,1793,21623.0,1036.0,"Tamaulipas, Mexico",669.8073358859717,7.332733518730573,,,,,,
,,Tlaxcala,Mexico,2020-09-01 04:28:31,19.3139,-98.2404,6374,900,5183.0,291.0,"Tlaxcala, Mexico",461.880376315841,14.119861939127706,,,,,,
,,Veracruz,Mexico,2020-09-01 04:28:31,19.1738,-96.1342,28264,3666,23225.0,1373.0,"Veracruz, Mexico",330.96553550865343,12.970563260684973,,,,,,
,,Yucatan,Mexico,2020-09-01 04:28:31,20.7099,-89.0943,14773,1314,12083.0,1376.0,"Yucatan, Mexico",653.9335610938525,8.894605022676506,,,,,,
,,Zacatecas,Mexico,2020-09-01 04:28:31,22.7709,-102.5832,5312,483,4158.0,671.0,"Zacatecas, Mexico",318.76602981470523,9.09262048192771,,,,,,
,,,Moldova,2020-09-01 04:28:31,47.4116,28.3699,36920,995,25872.0,10053.0,Moldova,915.2290192051836,2.6950162513542795,,,,,,
,,,Monaco,2020-09-01 04:28:31,43.7333,7.4167,154,4,116.0,48.0,Monaco,351.6461115074916,2.5974025974025974,,,,,,
,,,Mongolia,2020-09-01 04:28:31,46.8625,103.8467,304,0,295.0,9.0,Mongolia,9.27312149131316,0.0,,,,,,
,,,Montenegro,2020-09-01 04:28:31,42.708678000000006,19.37439,4835,100,4021.0,714.0,Montenegro,769.8284564262764,2.068252326783868,,,,,,
,,,Morocco,2020-09-01 04:28:31,31.7917,-7.0926,62590,1141,47595.0,13854.0,Morocco,169.572077452744,1.8229749161207858,,,,,,
,,,Mozambique,2020-09-01 04:28:31,-18.665695,35.529562,3916,23,2170.0,1723.0,Mozambique,12.52902095267591,0.5873340143003064,,,,,,
,,,Namibia,2020-09-01 04:28:31,-22.9576,18.4904,7550,75,3327.0,4148.0,Namibia,297.13693801762827,0.9933774834437086,,,,,,
,,,Nepal,2020-09-01 04:28:31,28.1667,84.25,39460,228,21410.0,17822.0,Nepal,135.43007181843666,0.5778003041054233,,,,,,
,,Aruba,Netherlands,2020-09-01 04:28:31,12.5211,-69.9683,2006,10,768.0,1228.0,"Aruba, Netherlands",1878.8752973793155,0.4985044865403789,,,,,,
,,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-09-01 04:28:31,12.1784,-68.2385,15,0,7.0,8.0,"Bonaire, Sint Eustatius and Saba, Netherlands",57.206056214484576,0.0,,,,,,
,,Curacao,Netherlands,2020-09-01 04:28:31,12.1696,-68.99,68,1,35.0,32.0,"Curacao, Netherlands",41.43814747105424,1.4705882352941178,,,,,,
,,Drenthe,Netherlands,2020-09-01 04:28:31,52.862485,6.6184350000000025,610,41,0.0,569.0,"Drenthe, Netherlands",123.56132085026394,6.721311475409836,,,,,,
,,Flevoland,Netherlands,2020-09-01 04:28:31,52.550383,5.515162,1318,94,0.0,1224.0,"Flevoland, Netherlands",311.5684564123294,7.132018209408193,,,,,,
,,Friesland,Netherlands,2020-09-01 04:28:31,53.087337,5.7925,824,69,0.0,755.0,"Friesland, Netherlands",126.777617596241,8.37378640776699,,,,,,
,,Gelderland,Netherlands,2020-09-01 04:28:31,52.061738,5.939114,7451,688,0.0,6763.0,"Gelderland, Netherlands",357.19901512594737,9.233659911421286,,,,,,
,,Groningen,Netherlands,2020-09-01 04:28:31,53.217921999999994,6.741514,598,19,0.0,579.0,"Groningen, Netherlands",102.07112206545523,3.1772575250836117,,,,,,
,,Limburg,Netherlands,2020-09-01 04:28:31,51.209227,5.93387,5424,756,0.0,4668.0,"Limburg, Netherlands",485.49902837537735,13.938053097345133,,,,,,
,,Noord-Brabant,Netherlands,2020-09-01 04:28:31,51.561174,5.1849419999999995,12215,1547,0.0,10668.0,"Noord-Brabant, Netherlands",476.5983015698677,12.664756446991406,,,,,,
,,Noord-Holland,Netherlands,2020-09-01 04:28:31,52.60090600000001,4.9186879999999995,12424,827,0.0,11597.0,"Noord-Holland, Netherlands",431.45975016035624,6.656471345782356,,,,,,
,,Overijssel,Netherlands,2020-09-01 04:28:31,52.444557999999994,6.441722,3502,314,0.0,3188.0,"Overijssel, Netherlands",301.27167272020273,8.966304968589377,,,,,,
,,Sint Maarten,Netherlands,2020-09-01 04:28:31,18.0425,-63.0548,476,17,200.0,259.0,"Sint Maarten, Netherlands",1110.022853411688,3.571428571428572,,,,,,
,,Unknown,Netherlands,2020-09-01 04:28:31,,,615,18,0.0,597.0,"Unknown, Netherlands",,2.9268292682926833,,,,,,
,,Utrecht,Netherlands,2020-09-01 04:28:31,52.084251,5.163824,5487,435,0.0,5052.0,"Utrecht, Netherlands",404.99426498006403,7.927829414980863,,,,,,
,,Zeeland,Netherlands,2020-09-01 04:28:31,51.47936,3.8615589999999997,1054,72,0.0,982.0,"Zeeland, Netherlands",274.84562750333777,6.83111954459203,,,,,,
,,Zuid-Holland,Netherlands,2020-09-01 04:28:31,51.937835,4.462114,19145,1344,0.0,17801.0,"Zuid-Holland, Netherlands",516.2191778457981,7.020109689213894,,,,,,
,,,New Zealand,2020-09-01 04:28:31,-40.9006,174.886,1752,22,1598.0,132.0,New Zealand,36.33171603280057,1.2557077625570776,,,,,,
,,,Nicaragua,2020-09-01 04:28:31,12.865416,-85.207229,4494,137,2913.0,1444.0,Nicaragua,67.83852920513593,3.0485091232754784,,,,,,
,,,Niger,2020-09-01 04:28:31,17.607789,8.081666,1176,69,1088.0,19.0,Niger,4.858171949212603,5.867346938775509,,,,,,
,,,Nigeria,2020-09-01 04:28:31,9.082,8.6753,54008,1013,41638.0,11357.0,Nigeria,26.199722618052977,1.875648052140424,,,,,,
,,,North Macedonia,2020-09-01 04:28:31,41.6086,21.7453,14341,603,11157.0,2581.0,North Macedonia,688.3525809021878,4.204727703786347,,,,,,
,,,Norway,2020-09-01 04:28:31,60.472,8.4689,10782,264,9348.0,1170.0,Norway,198.88431470131752,2.448525319977741,,,,,,
,,,Oman,2020-09-01 04:28:31,21.512583,55.92325500000001,85722,685,80810.0,4227.0,Oman,1678.6439254755883,0.7990947481393341,,,,,,
,,Azad Jammu and Kashmir,Pakistan,2020-09-01 04:28:31,34.027401,73.947253,2298,62,2115.0,121.0,"Azad Jammu and Kashmir, Pakistan",56.80573772558528,2.6979982593559617,,,,,,
,,Balochistan,Pakistan,2020-09-01 04:28:31,28.328491999999997,65.898403,12869,141,11756.0,972.0,"Balochistan, Pakistan",104.24963270818657,1.095656228145155,,,,,,
,,Gilgit-Baltistan,Pakistan,2020-09-01 04:28:31,35.792146,74.982138,2896,67,2466.0,363.0,"Gilgit-Baltistan, Pakistan",285.7187958768094,2.31353591160221,,,,,,
,,Islamabad,Pakistan,2020-09-01 04:28:31,33.665087,73.121219,15625,175,14975.0,475.0,"Islamabad, Pakistan",778.6912206489476,1.12,,,,,,
,,Khyber Pakhtunkhwa,Pakistan,2020-09-01 04:28:31,34.485332,72.09169,36044,1250,33950.0,844.0,"Khyber Pakhtunkhwa, Pakistan",118.08656389885635,3.4679835756297863,,,,,,
,,Punjab,Pakistan,2020-09-01 04:28:31,30.811346,72.13913199999998,96769,2198,92481.0,2090.0,"Punjab, Pakistan",87.96186889479283,2.271388564519629,,,,,,
,,Sindh,Pakistan,2020-09-01 04:28:31,26.009446,68.77680699999999,129348,2401,122939.0,4008.0,"Sindh, Pakistan",270.11623906928554,1.856232798342456,,,,,,
,,,Panama,2020-09-01 04:28:31,8.538,-80.7821,92982,2002,66173.0,24807.0,Panama,2154.97102045811,2.153104902024048,,,,,,
,,,Papua New Guinea,2020-09-01 04:28:31,-6.314993,143.95555,459,5,232.0,222.0,Papua New Guinea,5.130195762234762,1.0893246187363834,,,,,,
,,,Paraguay,2020-09-01 04:28:31,-23.4425,-58.4438,17662,326,9421.0,7915.0,Paraguay,247.62601769638542,1.8457705809081644,,,,,,
,,Amazonas,Peru,2020-09-01 04:28:31,-5.077253,-78.050172,10803,190,0.0,10613.0,"Amazonas, Peru",2531.16213683224,1.758770711839304,,,,,,
,,Ancash,Peru,2020-09-01 04:28:31,-9.407125,-77.67179499999997,18355,1167,0.0,17188.0,"Ancash, Peru",1554.7179400304929,6.357940615636068,,,,,,
,,Apurimac,Peru,2020-09-01 04:28:31,-14.027713,-72.975378,2799,64,0.0,2735.0,"Apurimac, Peru",649.8723009055028,2.286530903894248,,,,,,
,,Arequipa,Peru,2020-09-01 04:28:31,-15.843523999999999,-72.475539,32604,1145,0.0,31459.0,"Arequipa, Peru",2177.3741151328973,3.5118390381548275,,,,,,
,,Ayacucho,Peru,2020-09-01 04:28:31,-14.091648000000001,-74.08344,8132,259,0.0,7873.0,"Ayacucho, Peru",1217.0008979347501,3.1849483521888837,,,,,,
,,Cajamarca,Peru,2020-09-01 04:28:31,-6.4302839999999994,-78.74559599999998,15040,385,0.0,14655.0,"Cajamarca, Peru",1034.6013620416868,2.559840425531915,,,,,,
,,Callao,Peru,2020-09-01 04:28:31,-11.954609,-77.136042,27407,1570,0.0,25837.0,"Callao, Peru",2425.6128860961153,5.728463531214652,,,,,,
,,Cusco,Peru,2020-09-01 04:28:31,-13.191068,-72.153609,14973,321,0.0,14652.0,"Cusco, Peru",1103.3085255323851,2.1438589461029856,,,,,,
,,Huancavelica,Peru,2020-09-01 04:28:31,-13.023888000000001,-75.00277,4639,83,0.0,4556.0,"Huancavelica, Peru",1269.9151382425405,1.7891787023065315,,,,,,
,,Huanuco,Peru,2020-09-01 04:28:31,-9.421676,-76.040642,12049,327,0.0,11722.0,"Huanuco, Peru",1584.7691700644482,2.713918167482779,,,,,,
,,Ica,Peru,2020-09-01 04:28:31,-14.235097,-75.574821,20736,1451,0.0,19285.0,"Ica, Peru",2126.333059885152,6.997492283950617,,,,,,
,,Junin,Peru,2020-09-01 04:28:31,-11.541783,-74.876968,14755,647,0.0,14108.0,"Junin, Peru",1083.7311788468598,4.384954252795662,,,,,,
,,La Libertad,Peru,2020-09-01 04:28:31,-7.92139,-78.370238,22485,2042,0.0,20443.0,"La Libertad, Peru",1114.884966283221,9.08160996219702,,,,,,
,,Lambayeque,Peru,2020-09-01 04:28:31,-6.3530489999999995,-79.824113,22142,1585,0.0,20557.0,"Lambayeque, Peru",1689.1974366798902,7.158341613223738,,,,,,
,,Lima,Peru,2020-09-01 04:28:31,-11.766533,-76.60449799999998,307245,12757,0.0,294488.0,"Lima, Peru",2890.765394928729,4.152061058764178,,,,,,
,,Loreto,Peru,2020-09-01 04:28:31,-4.124847,-74.424115,15489,922,0.0,14567.0,"Loreto, Peru",1507.298559750876,5.952611530763768,,,,,,
,,Madre de Dios,Peru,2020-09-01 04:28:31,-11.972699,-70.53171999999998,5982,129,0.0,5853.0,"Madre de Dios, Peru",3441.887226697353,2.156469408224674,,,,,,
,,Moquegua,Peru,2020-09-01 04:28:31,-16.860271,-70.839046,8960,227,0.0,8733.0,"Moquegua, Peru",4649.714582252205,2.533482142857143,,,,,,
,,Pasco,Peru,2020-09-01 04:28:31,-10.39655,-75.307635,3823,88,0.0,3735.0,"Pasco, Peru",1406.031629275469,2.301857180224954,,,,,,
,,Piura,Peru,2020-09-01 04:28:31,-5.133361,-80.335861,28586,1818,0.0,26768.0,"Piura, Peru",1395.80078125,6.359756524172673,,,,,,
,,Puno,Peru,2020-09-01 04:28:31,-14.995826999999998,-69.922726,8603,231,0.0,8372.0,"Puno, Peru",694.9111470113086,2.685109845402766,,,,,,
,,San Martin,Peru,2020-09-01 04:28:31,-7.039531,-76.729127,13625,661,0.0,12964.0,"San Martin, Peru",1514.562027567808,4.851376146788991,,,,,,
,,Tacna,Peru,2020-09-01 04:28:31,-17.644160999999997,-70.27756,8503,146,0.0,8357.0,"Tacna, Peru",2291.913746630728,1.7170410443372928,,,,,,
,,Tumbes,Peru,2020-09-01 04:28:31,-3.857496,-80.54525500000003,5715,276,0.0,5439.0,"Tumbes, Peru",2272.3658051689863,4.829396325459316,,,,,,
,,Ucayali,Peru,2020-09-01 04:28:31,-9.621718,-73.444929,13716,297,0.0,13419.0,"Ucayali, Peru",2328.297402817858,2.1653543307086616,,,,,,
,,Unknown,Peru,2020-09-01 04:28:31,,,0,0,455457.0,-455457.0,"Unknown, Peru",,,,,,,,
,,,Philippines,2020-09-01 04:28:31,12.879721,121.77401699999999,220819,3558,157562.0,59699.0,Philippines,201.5119671428696,1.6112743921492263,,,,,,
,,,Poland,2020-09-01 04:28:31,51.9194,19.1451,67372,2039,46638.0,18695.0,Poland,178.01332510538262,3.026479843258327,,,,,,
,,,Portugal,2020-09-01 04:28:31,39.3999,-8.2245,58012,1822,41961.0,14229.0,Portugal,568.9287727890975,3.140729504240502,,,,,,
,,,Qatar,2020-09-01 04:28:31,25.3548,51.1839,118778,197,115667.0,2914.0,Qatar,4122.71872158164,0.16585562983043994,,,,,,
,,,Romania,2020-09-01 04:28:31,45.9432,24.9668,87540,3621,37869.0,46050.0,Romania,455.0444279097658,4.136394790952707,,,,,,
,,Adygea Republic,Russia,2020-09-01 04:28:31,44.6939006,40.1520421,3386,27,2884.0,475.0,"Adygea Republic, Russia",746.8414737436476,0.7974010632014176,,,,,,
,,Altai Krai,Russia,2020-09-01 04:28:31,52.693224300000004,82.69314240000001,11720,119,10419.0,1182.0,"Altai Krai, Russia",498.70642701525054,1.015358361774744,,,,,,
,,Altai Republic,Russia,2020-09-01 04:28:31,50.7114101,86.8572186,2142,8,1840.0,294.0,"Altai Republic, Russia",982.2849360047328,0.3734827264239029,,,,,,
,,Amur Oblast,Russia,2020-09-01 04:28:31,52.8032368,128.437295,3386,47,3008.0,331.0,"Amur Oblast, Russia",424.0854483332165,1.3880685174246898,,,,,,
,,Arkhangelsk Oblast,Russia,2020-09-01 04:28:31,63.5589686,43.1221646,10825,251,9017.0,1557.0,"Arkhangelsk Oblast, Russia",937.2067170665993,2.3187066974595845,,,,,,
,,Astrakhan Oblast,Russia,2020-09-01 04:28:31,47.1878186,47.608851,5693,73,5296.0,324.0,"Astrakhan Oblast, Russia",559.5009012161012,1.2822764798875812,,,,,,
,,Bashkortostan Republic,Russia,2020-09-01 04:28:31,54.8573563,57.1439682,7795,29,6894.0,872.0,"Bashkortostan Republic, Russia",191.83947601120568,0.3720333547145606,,,,,,
,,Belgorod Oblast,Russia,2020-09-01 04:28:31,50.7080119,37.5837615,7365,53,6590.0,722.0,"Belgorod Oblast, Russia",475.19930626708197,0.7196198234894773,,,,,,
,,Bryansk Oblast,Russia,2020-09-01 04:28:31,52.887331499999995,33.41585300000001,8227,35,6734.0,1458.0,"Bryansk Oblast, Russia",679.3660021371086,0.425428467242008,,,,,,
,,Buryatia Republic,Russia,2020-09-01 04:28:31,52.718242599999996,109.492143,5243,47,4426.0,770.0,"Buryatia Republic, Russia",532.5486459775461,0.8964333396910166,,,,,,
,,Chechen Republic,Russia,2020-09-01 04:28:31,43.39761470000001,45.6985005,2270,38,1596.0,636.0,"Chechen Republic, Russia",157.9700775445187,1.6740088105726871,,,,,,
,,Chelyabinsk Oblast,Russia,2020-09-01 04:28:31,54.4223954,61.1865846,13682,104,9389.0,4189.0,"Chelyabinsk Oblast, Russia",391.6936441536817,0.7601227890659259,,,,,,
,,Chukotka Autonomous Okrug,Russia,2020-09-01 04:28:31,66.0006475,169.4900869,171,2,164.0,5.0,"Chukotka Autonomous Okrug, Russia",346.51860257761206,1.1695906432748535,,,,,,
,,Chuvashia Republic,Russia,2020-09-01 04:28:31,55.4259922,47.0849429,7774,70,6426.0,1278.0,"Chuvashia Republic, Russia",631.4590733455877,0.9004373552868536,,,,,,
,,Dagestan Republic,Russia,2020-09-01 04:28:31,43.05749160000001,47.1332224,10999,497,9650.0,852.0,"Dagestan Republic, Russia",358.98866961390524,4.518592599327212,,,,,,
,,Ingushetia Republic,Russia,2020-09-01 04:28:31,43.11542075,45.01713552,4397,76,3892.0,429.0,"Ingushetia Republic, Russia",900.9452035988633,1.7284512167386854,,,,,,
,,Irkutsk Oblast,Russia,2020-09-01 04:28:31,56.6370122,104.71922099999999,16810,248,12826.0,3736.0,"Irkutsk Oblast, Russia",699.194532889387,1.4753123140987507,,,,,,
,,Ivanovo Oblast,Russia,2020-09-01 04:28:31,56.9167446,41.43521370000001,7397,118,6110.0,1169.0,"Ivanovo Oblast, Russia",729.0227330517247,1.5952413140462351,,,,,,
,,Jewish Autonomous Okrug,Russia,2020-09-01 04:28:31,48.57527615,132.66307460000002,626,9,550.0,67.0,"Jewish Autonomous Okrug, Russia",386.38636167244806,1.437699680511182,,,,,,
,,Kabardino-Balkarian Republic,Russia,2020-09-01 04:28:31,43.480604799999995,43.5978976,6514,78,6093.0,343.0,"Kabardino-Balkarian Republic, Russia",752.3434215571684,1.197420939514891,,,,,,
,,Kaliningrad Oblast,Russia,2020-09-01 04:28:31,54.7293041,21.1489473,3430,58,2785.0,587.0,"Kaliningrad Oblast, Russia",344.86260291836214,1.6909620991253644,,,,,,
,,Kalmykia Republic,Russia,2020-09-01 04:28:31,46.2313018,45.3275745,4269,56,2671.0,1542.0,"Kalmykia Republic, Russia",1550.0357644700864,1.3117826188803001,,,,,,
